E:\pcap_data\xxg146\liuxing\mitm\0_19_02_48,302,video,/667745/68454/966046/4096/516559/662301/2064115,/192.168.100.47.50538>74.125.98.40.443/192.168.100.47.50539>74.125.98.40.443/192.168.100.47.50554>74.125.98.40.443
E:\pcap_data\xxg146\liuxing\mitm\0_19_02_48,251,audio,/67618/65536/65536/65536/61485/65536/65536/34262/65717/65536/65536/65536/65739/104629/163830/441493/477565/460898/286536/488602/454142/449552/484326/466995/467802/485872/490353/480138/469775/493155/461108/495542/487779/493473,/192.168.100.47.50539>74.125.98.40.443/192.168.100.47.50538>74.125.98.40.443/192.168.100.47.50552>74.125.98.105.443/192.168.100.47.50554>74.125.98.40.443/192.168.100.47.50636>74.125.98.40.443
E:\pcap_data\xxg146\liuxing\mitm\0_19_02_48,303,video,/4265/1710788/4096/2097152/887742/1915977/1395730/1500140/2097152/1726513/2097152/1690429/1508349/2024598/1559560/2097152/1950185/1831786/2097152/1776390/1582764/1427366/2007710/1485541/1387678/1921858/1563174/2097152/1476491/2097152/1768834/1625933/1978596/1584602/2097152/2097152/2097152/1947171/2097152/2097152/2097152/1428687/1665858/1666401/1615760/2097152/2097152/1419521/1839502/1547244/1888008/2097152/2097152/2078944/1785979/2097152/2044852/1895996/1709515/1419383/1930404/1646896/1971389/1725330/1480664/1489565/1667157/2097152/1779771/1646806/2097152/2005882/1571325/1963695/2097152/2097152/1675499/1464082/1432784/2097152/2097152/2097152/2097152/1753647/2097152/2097152/2097152/1269857/1819110/1852838/1341303/1968130/1319440/2097152/1607557/2097152/1655095/1352360/1505129/1541814/1404613/2097152/2097152/1811326/1758386/1695045/1670351/1615925/2097152/2097152/1515731/4096/1633786/1069922/1323904/2097152/2097152/2097152/2097152/2097152/2097152,/192.168.100.47.50538>74.125.98.40.443/192.168.100.47.50551>74.125.98.105.443/192.168.100.47.50554>74.125.98.40.443/192.168.100.47.50636>74.125.98.40.443/192.168.100.47.50633>74.125.98.105.443
E:\pcap_data\xxg146\liuxing\mitm\0_19_02_48,250,audio,/2082/65536/16677,/192.168.100.47.50554>74.125.98.40.443/192.168.100.47.50539>74.125.98.40.443
E:\pcap_data\xxg146\liuxing\mitm\0_19_02_48,242,video,/4091/84631/119422,/192.168.100.47.50554>74.125.98.40.443/192.168.100.47.50539>74.125.98.40.443
E:\pcap_data\xxg146\liuxing\mitm\0_21_47_28,251,audio,/66241/65536/96176/205405/387766/533082/505441/491695/509137/537534/528157/354398,/192.168.100.47.64264>74.125.98.41.443/192.168.100.47.64265>74.125.98.41.443
E:\pcap_data\xxg146\liuxing\mitm\0_21_47_28,248,video,/648627/1118131/2084927/2097152/1388532/1599170/2033440/2097152/2097152/2097152/1910456/1781196/1592095/1267801/2097152/2063888/2097152/1977209/2097152/1703026/1906988/2040787/1681207/1890242/1816227/1707236/1844834/1163166,/192.168.100.47.64265>74.125.98.41.443
E:\pcap_data\xxg146\liuxing\mitm\10_20_32_54,399,video,/934399/1027096/730403/909785/923451/1188002/1586688/2097152/2097152/2097152/1967109/2097152/1946890/2097152/1916076/2097152/1521046/2055957/2039732/1719020/1895684/1670602/2097152/1537361/1662740/2097152/2097152/1929253/1408799/1860037/2097152/2097152/2097152/1420298/2097152/1980795/2097152/2097152/1544615/1439853/2037290/2095220/2097152/2097152/1462954/1592513/1383524/2018574/2097152/1595593/1619614/1980332/1507800/2097152/2097152/1559354/2097152/2097152/1512318/1350532/1306731/2097152/1381136/2097152/1760550/1618734/1487077/2029062/2097152/1453001/1476983/2097152/1542725/1480526/2097152/2026031/2012336/1527062/1830151/1955513/2097152/1379298/1887794/1979677/1269122/2097152/2063807/1967002/1412554/1873355/1265142/1337151/2097152/1355785/1292574/2097152/858324,/192.168.100.47.51853>74.125.167.90.443
E:\pcap_data\xxg146\liuxing\mitm\10_20_32_54,251,audio,/66751/65536/65536/65536/89468/100459/151344/278501/436892/438682/447089/449987/432300/440594/436915/439585/439788/444516/457602/464486/430114/436052/436803/450181/288417,/192.168.100.47.51854>74.125.167.90.443/192.168.100.47.51853>74.125.167.90.443
E:\pcap_data\xxg146\liuxing\mitm\10_22_52_15,251,audio,/69008/65536/145951/205255/340444/500964/491154/460595/490631/480833/501594/498398/486723/548567/501734/528557/547748/492643/512577/595665/477678/505504/480923/537429/472518/494285,/192.168.100.47.65337>213.55.110.14.443/192.168.100.47.65385>74.125.167.92.443/192.168.100.47.65388>213.55.110.14.443
E:\pcap_data\xxg146\liuxing\mitm\10_22_52_15,248,video,/840657/1005983/1504133/1994290/1738718/1799058/1693389/2097152/1851755/2097152/1657797/2097152/2097152/1835915/2077891/1358120/1938700/1797158/1558374/2097152/1579713/1833629/1881232/855550/1597381/2097152/4096/1723622/2097152/2097152/2097152/2097152/2097152/1557018/1548286/1619874/1768658/1767648/1633560/1367630/1976294/1449654/2097152/1393094/1974377/2097152/1670989/1879915/2097152/1913330/1650259/1894039/1915016/1654522/1890039/2097152/2097152/1413621/1731072/1524893/1379613/1751200/2097152/2097152/2068824/2097152/1274046/2011449/1744575/2010318/2097152/1822768/1270254/2097152/1583240/2073029,/192.168.100.47.65336>213.55.110.14.443/192.168.100.47.65337>213.55.110.14.443/192.168.100.47.65385>74.125.167.92.443/192.168.100.47.65388>213.55.110.14.443
E:\pcap_data\xxg146\liuxing\mitm\11_20_42_48,303,video,/1304499/1856646/1603873/2097152/2097152/2097152/1335551/2097152/2097152/2097152/2097152/1416373/2097152/2097152/2097152/2097152/2097152/1595320/1970363/1619584/2097152/2097152/2097152/2097152/2097152/2097152/1650673/2097152/2097152/1259907/2097152/2097152/1289902/2097152/2097152/2097152/1514437/2097152/2097152/1323697/2097152/2097152/2097152/1964685/1635852/2097152/2097152/1903679/2097152/2097152/2097152/2097152/2097152/2097152/2097152/1832288/2097152/2097152/2097152/1697016/2097152/2097152/1311220/2097152/2097152/2097152/1340052/2097152/2097152/1886962/2097152/2097152/1557873/2097152/539564/2097152/762392/2097152/352143/1599890/2097152/1343581/1833999/4096/2097152/2097152/2097152/1926128/2097152/2097152/2097152/1934534/2097152/2097152/2097152/1320734/2097152/1285023/2097152/2097152/2097152/2097152/2097152/2097152/2097152/1342637/2097152/1657483/2097152/2097152/2097152/1740024/2097152/2097152/2097152/1734869/2097152/2097152/2097152/2097152/1922695/2097152/2097152/1461757/2097152/2097152/2097152/2097152/1865387/2097152/2097152/1392085/2097152/1909076/2000765/2097152/2097152/1281769/2097152/2097152/1459343/2097152/2097152/1345887/2097152/2097152/1260764/2097152/2097152/2097152/1500260/2097152/1733589/2097152/2097152/2097152/2097152,/192.168.100.47.51977>74.125.167.88.443/192.168.100.47.52003>74.125.11.230.443/192.168.100.47.52006>74.125.167.88.443/192.168.100.47.52010>74.125.167.88.443
E:\pcap_data\xxg146\liuxing\mitm\11_20_42_48,251,audio,/67860/67743/127949/219272/350845/527481/488049/496153/497718/500879/515511/522793/519823/509685/510606/508643/499579/513899/499340/504221/528531/510385/498211/532192/507553,/192.168.100.47.51978>74.125.167.88.443/192.168.100.47.51977>74.125.167.88.443/192.168.100.47.52003>74.125.11.230.443/192.168.100.47.52010>74.125.167.88.443
E:\pcap_data\xxg146\liuxing\mitm\11_23_03_01,251,audio,/65917/69219/111893/226846/387695/288022,/192.168.100.47.65468>74.125.167.91.443/192.168.100.47.65469>74.125.167.91.443
E:\pcap_data\xxg146\liuxing\mitm\11_23_03_01,399,video,/224799/564508/1213179/1838826,/192.168.100.47.65469>74.125.167.91.443
E:\pcap_data\xxg146\liuxing\mitm\12_20_53_35,303,video,/1403245/1799573/1857140/2097152/2097152/2097152/2097152/2097152/2097152/2097152/2097152/1407914/1700922/2097152/2097152/2097152/2097152/2097152/2097152/2097152/1906970/2097152/1881279/2097152/2097152/2097152/2097152/2097152/1279006/2097152/1697281/1410100/2097152/2097152/2097152/2097152/1955297/1708649/1864932/1830077/2097152/2097152/2006212/1664123/1307451/1596238/1978201/2097152/2097152/2097152/2063147/1827855/2097152/2097152/1265243/2097152/2097152/2097152/2097152/2097152/1828740/2097152/2019693/2061434/1329582/1849969/2097152/2097152/2097152/2097152/2097152/1915229/1756962/2097152/2097152/2097152/2097152/1483017/2097152/2097152/1988812/2097152/1282295/1916210/2097152/2097152/2097152/2097152/2097152/2097152/2097152/2097152/2097152/2097152/1509369/2097152/2097152/2097152/2097152/1712984/2097152/1542561/1531103/2097152/1558349/2097152/2097152/2097152/2097152/2097152/1768179/1821854/2097152/2034975/2097152/2097152/2097152/2097152/1654491/2097152/2097152/2097152/2097152/1639261/1949832,/192.168.100.47.52095>74.125.167.71.443
E:\pcap_data\xxg146\liuxing\mitm\12_20_53_35,251,audio,/66768/65536/108489/209106/373014/515431/502092/518885/528695/522043/533165/493982/547477/559852/511690/477417/510896/483143/493585/498031/524635/522268,/192.168.100.47.52096>74.125.167.71.443/192.168.100.47.52095>74.125.167.71.443
