664318,662301
650622,648627
1120765,1118131
2088881,2084927
2101106,2097152
1391518,1388532
1602464,1599170
2037306,2033440
2101106,2097152
2101106,2097152
2101106,2097152
1914168,1910456
1784710,1781196
1595389,1592095
1270633,1267801
2101106,2097152
2067798,2063888
2101106,2097152
1981009,1977209
2101106,2097152
1706452,1703026
1910678,1906988
2044653,2040787
1684611,1681207
1893910,1890242
1819807,1816227
1710684,1707236
1848436,1844834
1165844,1163166
936789,934399
1029597,1027096
732529,730403
912131,909785
925841,923451
1190723,1188002
1589959,1586688
2101105,2097152
2101105,2097152
2101105,2097152
1970886,1967109
2101105,2097152
1950645,1946890
2101105,2097152
1919787,1916076
2101105,2097152
1524207,1521046
2059844,2055957
2043619,2039732
1722467,1719020
1899351,1895684
1673983,1670602
2101105,2097152
1540566,1537361
1666099,1662740
2101105,2097152
2101105,2097152
1932964,1929253
1411828,1408799
1863682,1860037
2101105,2097152
2101105,2097152
2101105,2097152
1423349,1420298
2101105,2097152
1984572,1980795
2101105,2097152
2101105,2097152
1547820,1544615
1442926,1439853
2041155,2037290
2099173,2095220
2101105,2097152
2101105,2097152
1466049,1462954
1595784,1592513
1386531,1383524
2022417,2018574
2101105,2097152
1598864,1595593
1622929,1619614
1984131,1980332
1510961,1507800
2101105,2097152
2101105,2097152
1562581,1559354
2101105,2097152
2101105,2097152
1515501,1512318
1353473,1350532
1309628,1306731
2101105,2097152
1384121,1381136
2101105,2097152
1764041,1760550
1622027,1618734
1490216,1487077
2032927,2029062
2101105,2097152
1456096,1453001
1480100,1476983
2101105,2097152
1545930,1542725
1483643,1480526
2101105,2097152
2029896,2026031
2016179,2012336
1530245,1527062
1833752,1830151
1959268,1955513
2101105,2097152
1382283,1379298
1891483,1887794
1983454,1979677
1271953,1269122
2101105,2097152
2067716,2063807
1970779,1967002
1415583,1412554
1877000,1873355
1267973,1265142
1340070,1337151
2101105,2097152
1358748,1355785
1295427,1292574
2101105,2097152
860604,858324
857831,855550
1600653,1597381
2101106,2097152
1659299,1655939
1727070,1723622
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1560246,1557018
1551514,1548286
1623190,1619874
1772172,1768658
1771162,1767648
1636876,1633560
1370616,1367630
1980072,1976294
1452750,1449654
2101106,2097152
1396102,1393094
1978155,1974377
2101106,2097152
1674371,1670989
1883583,1879915
2101106,2097152
1917042,1913330
1653619,1650259
1897707,1894039
1918728,1915016
1657882,1654522
1893707,1890039
2101106,2097152
2101106,2097152
1416673,1413621
1734520,1731072
1528077,1524893
1382621,1379613
1754692,1751200
2101106,2097152
2101106,2097152
2072734,2068824
2101106,2097152
1276878,1274046
2015271,2011449
1748067,1744575
2014162,2010318
2101106,2097152
1826348,1822768
1273086,1270254
2101106,2097152
1586490,1583240
2076939,2073029
2101106,2097152
764541,762392
2101106,2097152
1603184,1599890
2101106,2097152
1346523,1343581
1837579,1833999
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1929862,1926128
2101106,2097152
2101106,2097152
2101106,2097152
1938268,1934534
2101106,2097152
2101106,2097152
2101106,2097152
1323654,1320734
2101106,2097152
1287877,1285023
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1345579,1342637
2101106,2097152
1660843,1657483
2101106,2097152
2101106,2097152
2101106,2097152
1743494,1740024
2101106,2097152
2101106,2097152
2101106,2097152
1738317,1734869
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1926429,1922695
2101106,2097152
2101106,2097152
1464853,1461757
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1869033,1865387
2101106,2097152
2101106,2097152
1395093,1392085
2101106,2097152
1912766,1909076
2004587,2000765
2101106,2097152
2101106,2097152
1284645,1281769
2101106,2097152
2101106,2097152
1462439,1459343
2101106,2097152
2101106,2097152
1348829,1345887
2101106,2097152
2101106,2097152
1263596,1260764
2101106,2097152
2101106,2097152
2101106,2097152
1503400,1500260
2101106,2097152
1737037,1733589
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1215944,1213179
1842427,1838826
1406253,1403245
1803131,1799573
1860764,1857140
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1410944,1407914
1704326,1700922
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1910660,1906970
2101106,2097152
1884947,1881279
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1281860,1279006
2101106,2097152
1700707,1697281
1413130,1410100
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1959053,1955297
1712097,1708649
1868578,1864932
1833657,1830077
2101106,2097152
2101106,2097152
2010056,2006212
1667483,1664123
1310327,1307451
1599510,1596238
1982001,1978201
2101106,2097152
2101106,2097152
2101106,2097152
2067057,2063147
1831457,1827855
2101106,2097152
2101106,2097152
1268075,1265243
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1832342,1828740
2101106,2097152
2023537,2019693
2062944,2061434
1332502,1329582
1853593,1849969
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1918941,1915229
1760454,1756962
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1486135,1483017
2101106,2097152
2101106,2097152
1992634,1988812
2101106,2097152
1285149,1282295
1919922,1916210
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1512531,1509369
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1716432,1712984
2101106,2097152
1545767,1542561
1534287,1531103
2101106,2097152
1561577,1558349
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1771693,1768179
1825456,1821854
2101106,2097152
2038841,2034975
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1657851,1654491
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1642599,1639261
1953588,1949832
1418572,1415542
1065104,1062536
1904174,1900484
2101106,2097152
2035734,2031868
2101106,2097152
2101106,2097152
1647156,1643818
1398712,1395704
2101106,2097152
1645551,1642191
1869543,1865919
2101106,2097152
2101106,2097152
1411906,1408898
1474945,1471827
2101106,2097152
2101106,2097152
1970967,1967189
1786700,1783164
1812491,1808911
1416073,1413043
2101106,2097152
2098706,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2035754,2031888
2101106,2097152
1845336,1841734
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1842096,1838494
1986142,1982342
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1580389,1577117
2101106,2097152
2000701,1996879
1546555,1543349
1562828,1559600
1854801,1851177
2025013,2021169
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1620092,1616776
1744898,1741428
2101106,2097152
1405048,1402018
1303126,1300250
2101106,2097152
2060872,2056962
2101106,2097152
1426862,1423810
1462601,1459505
1353240,1350298
2101106,2097152
1892187,1888519
1751449,1747957
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1400010,1397002
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2037367,2033501
2101106,2097152
2101106,2097152
2101106,2097152
1326153,1323233
2101106,2097152
1797829,1794271
2101106,2097152
1928975,1925263
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2027294,2023428
1650086,1646748
1847107,1843483
2101106,2097152
1628024,1624708
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
1594717,1591445
1810061,1806503
2101106,2097152
1950778,1947022
1950217,1946461
2101106,2097152
2101106,2097152
2101106,2097152
1578308,1575058
2101106,2097152
2101106,2097152
2101106,2097152
2101106,2097152
942337,939947
1597043,1593772
1714929,1711482
2023514,2019671
1845795,1842194
1897864,1894197
2013828,2009985
846679,844421
810171,807957
1476115,1472998
2090490,2086559
1750641,1747150
2101105,2097152
1264045,1261214
2091328,2087397
2101105,2097152
1408155,1405148
2100397,2096444
2101105,2097152
1396441,1393434
2101105,2097152
1937463,1933730
1539515,1536310
2074648,2070739
2101105,2097152
1463755,1460660
2101105,2097152
1381199,1378214
2101105,2097152
2101105,2097152
1365788,1362803
2012933,2009112
2101105,2097152
2101105,2097152
1388776,1385769
2020629,2016786
2098705,2097152
2101105,2097152
1800755,1797198
864705,862424
1365302,1362338
1383140,1380154
1649317,1645979
2101106,2097152
2101106,2097152
2034083,2030217
2101106,2097152
1389283,1386275
2101106,2097152
2101106,2097152
1975881,1972103
1765131,1761639
1671032,1667650
1509575,1506413
2101106,2097152
2101106,2097152
1933496,1929762
2101106,2097152
1540061,1536855
1932785,1929073
2101106,2097152
1945057,1941301
1432265,1429213
1931822,1928088
1709282,1705856
2101106,2097152
1880378,1876710
1717989,1714563
1584883,1581633
1754213,1750721
1943448,1939714
1074360,1071792
936789,934399
1029597,1027096
1640017,1636680
2101105,2097152
1606267,1602974
2101105,2097152
2101105,2097152
2101105,2097152
1975551,1971774
2101105,2097152
1947879,1944124
2101105,2097152
1921198,1917487
2101105,2097152
1523941,1520780
2058093,2054206
2050934,2047047
1722467,1719020
1899373,1895684
1670589,1667208
2101105,2097152
1541069,1537886
1666099,1662740
2101105,2097152
2101105,2097152
1919671,1915960
1411828,1408799
1874805,1871160
2101105,2097152
2101105,2097152
2101105,2097152
1422626,1419575
2101105,2097152
1977917,1974140
2101105,2097152
2101105,2097152
1547127,1543922
1443057,1439984
2041177,2037290
2101105,2097152
2101105,2097152
2101105,2097152
1493392,1490253
1595784,1592513
1386509,1383524
2024728,2020863
2101105,2097152
1623705,1620412
1622739,1619424
1989043,1985222
1510961,1507800
2101105,2097152
2101105,2097152
1565798,1562571
2101105,2097152
2101105,2097152
1517077,1513916
1353473,1350532
1308500,1305625
2101105,2097152
1385569,1382562
2101105,2097152
1758073,1754582
1622027,1618734
1500059,1496920
2032555,2028690
2101105,2097152
1456073,1452978
1480100,1476983
2101105,2097152
1574599,1571350
1483983,1480866
2101105,2097152
2030355,2026490
2017193,2013350
1530245,1527062
1833951,1830350
1955901,1952146
2101105,2097152
1383258,1380273
1891461,1887794
1983476,1979677
1264803,1261972
2101105,2097152
2054166,2050279
1975193,1971416
1416007,1412956
1878190,1874545
1268706,1265875
1340588,1337647
2101105,2097152
