100,1,1,20,152,1390,660,0.4748201438848921,0.46808510638297873
100,1,2,6,152,1404,532,0.3789173789173789,0.3773049645390071
100,1,3,1,152,1409,527,0.37402413058907025,0.37375886524822693
100,1,4,0,152,1410,525,0.3723404255319149,0.3723404255319149
100,1,5,0,152,1410,550,0.3900709219858156,0.3900709219858156
100,1,6,0,152,1410,567,0.4021276595744681,0.4021276595744681
100,1,7,0,152,1410,578,0.4099290780141844,0.4099290780141844
100,1,8,0,152,1410,578,0.4099290780141844,0.4099290780141844
100,1,9,0,152,1410,588,0.41702127659574467,0.41702127659574467
100,2,1,48,203,1311,1106,0.8436308161708619,0.8138337012509198
100,2,2,33,203,1326,1064,0.8024132730015083,0.7829286239882266
100,2,3,15,203,1344,1052,0.7827380952380952,0.7740986019131715
100,2,4,11,203,1348,1028,0.7626112759643917,0.7564385577630611
100,2,5,10,203,1349,1018,0.7546330615270571,0.7490802060338484
100,2,6,10,203,1349,1027,0.7613046701260193,0.7557027225901398
100,2,7,10,203,1349,1025,0.759822090437361,0.7542310522442973
100,2,8,10,203,1349,1016,0.7531504818383988,0.7476085356880059
100,2,9,10,203,1349,1017,0.7538917716827279,0.7483443708609272
100,3,1,69,279,1214,1121,0.9233937397034596,0.8737334372564303
100,3,2,58,279,1225,1103,0.9004081632653061,0.8597038191738113
100,3,3,43,279,1240,1102,0.8887096774193548,0.8589243959469992
100,3,4,30,279,1253,1096,0.8747007182761373,0.8542478565861262
100,3,5,24,279,1259,1098,0.8721207307386815,0.8558067030397506
100,3,6,21,279,1262,1097,0.8692551505546752,0.8550272798129385
100,3,7,21,279,1262,1096,0.8684627575277337,0.8542478565861262
100,3,8,21,279,1262,1092,0.8652931854199684,0.8511301636788776
100,3,9,21,279,1262,1076,0.8526148969889065,0.838659392049883
100,4,1,72,340,1150,1093,0.9504347826086956,0.8944353518821604
100,4,2,60,340,1162,1088,0.9363166953528399,0.8903436988543372
100,4,3,48,340,1174,1087,0.9258943781942078,0.8895253682487725
100,4,4,37,340,1185,1091,0.920675105485232,0.8927986906710311
100,4,5,29,340,1193,1085,0.9094719195305951,0.8878887070376432
100,4,6,25,340,1197,1088,0.908939014202172,0.8903436988543372
100,4,7,21,340,1201,1088,0.9059117402164862,0.8903436988543372
100,4,8,20,340,1202,1084,0.9018302828618968,0.8870703764320785
100,4,9,20,340,1202,1086,0.9034941763727121,0.8887070376432079
100,5,1,70,405,1087,1045,0.9613615455381784,0.9031979256698358
100,5,2,58,405,1099,1044,0.9499545040946314,0.902333621434745
100,5,3,49,405,1108,1041,0.9395306859205776,0.8997407087294728
100,5,4,44,405,1113,1040,0.9344115004492363,0.898876404494382
100,5,5,36,405,1121,1044,0.9313113291703836,0.902333621434745
100,5,6,32,405,1125,1053,0.936,0.9101123595505618
100,5,7,28,405,1129,1052,0.9317980513728964,0.909248055315471
100,5,8,27,405,1130,1051,0.9300884955752212,0.9083837510803803
100,5,9,25,405,1132,1052,0.9293286219081273,0.909248055315471
100,6,1,71,459,1032,1003,0.9718992248062015,0.9093381686310064
100,6,2,59,459,1044,1007,0.9645593869731801,0.9129646418857661
100,6,3,50,459,1053,1010,0.9591642924976258,0.915684496826836
100,6,4,47,459,1056,1012,0.9583333333333334,0.9174977334542158
100,6,5,40,459,1063,1011,0.9510818438381938,0.9165911151405258
100,6,6,36,459,1067,1016,0.9522024367385192,0.9211242067089755
100,6,7,32,459,1071,1018,0.9505135387488328,0.9229374433363554
100,6,8,29,459,1074,1021,0.9506517690875232,0.9256572982774252
100,6,9,27,459,1076,1015,0.9433085501858736,0.9202175883952856
100,7,1,64,504,994,973,0.9788732394366197,0.9196597353497165
100,7,2,53,504,1005,982,0.9771144278606965,0.9281663516068053
100,7,3,46,504,1012,989,0.9772727272727273,0.9347826086956522
100,7,4,43,504,1015,987,0.9724137931034482,0.9328922495274102
100,7,5,36,504,1022,991,0.9696673189823874,0.9366729678638941
100,7,6,34,504,1024,995,0.9716796875,0.9404536862003781
100,7,7,33,504,1025,994,0.9697560975609756,0.9395085066162571
100,7,8,29,504,1029,996,0.967930029154519,0.941398865784499
100,7,9,26,504,1032,1000,0.9689922480620154,0.945179584120983
100,8,1,68,534,960,949,0.9885416666666667,0.9231517509727627
100,8,2,56,534,972,959,0.9866255144032922,0.9328793774319066
100,8,3,49,534,979,961,0.9816138917262512,0.9348249027237354
100,8,4,46,534,982,965,0.9826883910386965,0.938715953307393
100,8,5,40,534,988,970,0.9817813765182186,0.943579766536965
100,8,6,38,534,990,973,0.9828282828282828,0.9464980544747081
100,8,7,37,534,991,973,0.9818365287588294,0.9464980544747081
100,8,8,34,534,994,975,0.9808853118712274,0.9484435797665369
100,8,9,30,534,998,980,0.9819639278557114,0.953307392996109
100,9,1,64,574,924,916,0.9913419913419913,0.9271255060728745
100,9,2,53,574,935,926,0.9903743315508021,0.937246963562753
100,9,3,47,574,941,931,0.9893730074388948,0.9423076923076923
100,9,4,44,574,944,934,0.989406779661017,0.9453441295546559
100,9,5,39,574,949,939,0.9894625922023182,0.9504048582995951
100,9,6,37,574,951,940,0.9884332281808622,0.951417004048583
100,9,7,36,574,952,939,0.9863445378151261,0.9504048582995951
100,9,8,33,574,955,942,0.9863874345549738,0.9534412955465587
100,9,9,29,574,959,945,0.9854014598540146,0.9564777327935222
100,10,1,69,605,888,880,0.990990990990991,0.9195402298850575
100,10,2,59,605,898,892,0.9933184855233853,0.9320794148380356
100,10,3,53,605,904,896,0.9911504424778761,0.9362591431556949
100,10,4,50,605,907,898,0.9900771775082691,0.9383490073145245
100,10,5,45,605,912,903,0.9901315789473685,0.9435736677115988
100,10,6,43,605,914,904,0.9890590809628009,0.9446185997910136
100,10,7,42,605,915,903,0.9868852459016394,0.9435736677115988
100,10,8,39,605,918,907,0.9880174291938998,0.9477533960292581
100,10,9,36,605,921,909,0.9869706840390879,0.9498432601880877
200,1,1,28,152,1382,910,0.658465991316932,0.6453900709219859
200,1,2,9,152,1401,819,0.5845824411134903,0.5808510638297872
200,1,3,4,152,1406,755,0.5369843527738265,0.5354609929078015
200,1,4,1,152,1409,740,0.525195173882186,0.524822695035461
200,1,5,1,152,1409,764,0.5422285308729595,0.5418439716312057
200,1,6,1,152,1409,766,0.5436479772888574,0.5432624113475177
