E:\\pcap_data\\VBR_dataset1\\mitm\15_2023_04_08_10_32_01,394,video,https://www.youtube.com/watch?v=8A0ylonIRzU,144p,290,/1463/65535/52977/72066/138988/288690/309521/297444/303279/312352/300577/297843/35428,/192.168.32.180.59532>74.125.171.38.443,0,1,1,0,13,/13,/192.168.32.180.59532>74.125.171.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_11_31_10,303,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,1080p60,600,/3311/1102544/668219/1102544/1008883/2097151/2097151/1676488/1493807/1678778/1689189/2097151/1679260/2097151/1740116/1923013/2097151/1348905/1444759/2097151/1381796/1675119/1689850/2097151/2070779/1502618/2097151/2097151/1662981/1426524/1879179/2015702/2097151/1944421/1505697/1908233/1633078/2097151/2097151/1843859/2097151/2097151/1711300/1331142/1620590/2097151/2097151/1470016/2097151/2097151/2097151/1366739/1945914/1964379/1901514/2097151/1398518/1620789/1329303/1547295/1642141/1819392/2097151/2097151/1313414/2097151/2097151/1417779/1355564/1506300/1907945/1787143/1628452/1483895/2075040/2097151/2097151/1342907/1270468/1474361/1939749/1664035/2097151/2097151/2094354/2097151/2097151/2097151/1829199/1741447/1282919/2097151/1645373/2097151/1368956/1718203/2097151/2097151/1409867/1367913/2097151/1858710/1910140/2097151/2097151/2097151/1707441/2097151/2097151/2097151/2097151/2097151/1433108/2097151/2097151/2097151/2097151/2097151/2097151/2097151/2097151/2097151/1480069/1341396/2097151/2097151/2097151/2097151/2082272/1600887/2097151/2097151,/192.168.32.180.60148>142.251.84.38.443/192.168.32.180.60147>142.251.84.38.443,0,0,2,0,132,/1/131,/192.168.32.180.60148>142.251.84.38.443/192.168.32.180.60147>142.251.84.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_11_41_48,303,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,720p60,600,/1105856/2025132/2097151/1911466/1387607/1074963,/192.168.32.180.60245>142.251.84.38.443/192.168.32.180.60227>142.251.84.38.443,0,1,2,0,6,/5/1,/192.168.32.180.60245>142.251.84.38.443/192.168.32.180.60227>142.251.84.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_11_41_48,302,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,720p60,600,/3288/454785/454785/1915055/1873225/1624580/2029574/1748907/2097151/1924218/1756094/1988934/2068503/1469163/1985019/1842276/1735132/1597687/1794899/1800136/1392923/1743966/2025634/1573069/1777777/1510937/2093417/2022693,/192.168.32.180.60244>142.251.84.38.443/192.168.32.180.60261>142.251.84.38.443,0,5,2,0,28,/1/27,/192.168.32.180.60244>142.251.84.38.443/192.168.32.180.60261>142.251.84.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_11_52_29,397,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,480p,600,/2807/167149/101263/203749/810330/2011822/2026580/1921225/2042551/1927781/2084729/1890111/1780893/2019577/1862969/2029306/1813888/1943646/1830544/1819162/1923165/2071457/2009786,/192.168.32.180.60303>173.194.4.169.443,0,1,1,0,23,/23,/192.168.32.180.60303>173.194.4.169.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_12_03_09,396,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,360p,600,/2807/98362/98362/401024/1080712/1512707/1509747/1496226/1478731/1510303/1495034/1477484/1430788/1452832/1520659/1511174/1501962,/192.168.32.180.60375>173.194.4.169.443/192.168.32.180.60374>173.194.4.169.443,0,1,2,0,17,/1/16,/192.168.32.180.60375>173.194.4.169.443/192.168.32.180.60374>173.194.4.169.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_12_13_49,395,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,240p,600,/2807/65535/42404/198666/513145/604600/615049/659633/655198/610574/617881/649851/620250/623268/572801/648852/660125/623310/612230,/192.168.32.180.60453>142.251.84.38.443/192.168.32.180.60454>142.251.84.38.443,0,1,2,0,19,/1/18,/192.168.32.180.60453>142.251.84.38.443/192.168.32.180.60454>142.251.84.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\17_2023_04_08_12_24_29,394,video,https://www.youtube.com/watch?v=8uDEuUrSHK8,144p,600,/2807/49695/65535/199746/419405/414074/411989/420351/415242/418802/396893/410379/416278/405989/370615/420679/43385/400294/406691,/192.168.32.180.60525>142.251.84.38.443/192.168.32.180.60552>209.85.228.40.443/192.168.32.180.60554>142.251.84.38.443,0,1,3,0,19,/16/2/1,/192.168.32.180.60525>142.251.84.38.443/192.168.32.180.60552>209.85.228.40.443/192.168.32.180.60554>142.251.84.38.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_12_35_27,303,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,1080p50,578,/2359/1127341/1127341/1598417/1127341/1127341/727781/1685518/1127341/2097151/570641/1477069/2097151/1839875/1127341/1127341/1345323/1825779/2097151/2097151/1727276/2097151/2097151/1346804/2097151/2097151/2097151/2097151/1622735/1331610/1676749/2097151/2097151/2097151/1831753/2097151/2097151/2097151/1582041/2097151/2097151/2097151/1830298/2097151/2097151/2097151/2097151/1611936/1954473/2097151/1643432/1956448/2097151/2063453/2097151/2097151/2097151/1817233/1975087/2097151/1784655/1782240/1339286/1831829/2097151/2097151/2097151/2097151/1822609/2097151/2097151/2097151/2097151/1911055/1497378/1394721/1520860/1635412/1685072/1279249/1379759/2097151/2097151/2097151/2097151/1972681/1298831/1625941/2097151/2097151/2097151/1760030/1674949/2097151/1490869/1369544/1604384/2097151/1673830/2097151/1845390/2097151/1641813/2097151/1730369/1276334/1576362/1778785/1731336/1321475/1784552/2097151/2097151/1709585/1393240/1887572/1374382/797148,/192.168.32.180.60624>173.194.4.166.443/192.168.32.180.60652>173.194.4.166.443/192.168.32.180.60644>142.251.84.72.443/192.168.32.180.60677>173.194.4.166.443/192.168.32.180.60679>173.194.4.166.443,0,1,5,3,118,/1/1/3/1/3/1/10/98,/192.168.32.180.60624>173.194.4.166.443/192.168.32.180.60652>173.194.4.166.443/192.168.32.180.60644>142.251.84.72.443/192.168.32.180.60624>173.194.4.166.443/192.168.32.180.60644>142.251.84.72.443/192.168.32.180.60677>173.194.4.166.443/192.168.32.180.60644>142.251.84.72.443/192.168.32.180.60679>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_12_45_44,302,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,720p50,578,/2348/686560/607376/1572892/1588389/2097151/1533854/1726087/1606552/1785779/2043997/2097151/1529573/1479819/1660583/1733477/1705052/1877049/1672440/2097151/2097151/1789217/1649004/1779671/1809955/2016687/1881249/1869737/1955436/1524187/2097151/2031805/2097151/2097151/1944053/1422277/2046004/1673187/1819048/1469318/1592710/1752557/1934652/1765915/1902431/2097151/1959728/1809745,/192.168.32.180.60737>173.194.4.166.443,0,1,1,0,48,/48,/192.168.32.180.60737>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_12_45_44,303,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,720p50,578,/1129701/994973/1127341/1127341/1598417/1274099/1708365,/192.168.32.180.60738>173.194.4.166.443,0,0,1,0,7,/7,/192.168.32.180.60738>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_12_56_04,397,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,480p,578,/2195/187747/187747/187747/549396/1219850/1876040/1851159/1799084/2039942/1814859/2088992/1811785/2033414/1851042/2056460/2095215/2017351/2031558/2063072/1993783/1993026/1471252,/192.168.32.180.60792>173.194.4.166.443/192.168.32.180.60808>173.194.4.166.443,0,1,2,0,23,/1/22,/192.168.32.180.60792>173.194.4.166.443/192.168.32.180.60808>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_13_06_22,396,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,360p,578,/2195/100851/100851/100851/201004/538396/1109308/1365484/1456364/1475499/1541377/1473515/1368307/1468878/1550776/1428372/1489190/1515575/1360815,/192.168.32.180.60864>173.194.4.166.443/192.168.32.180.60862>173.194.4.166.443,0,1,2,0,19,/1/18,/192.168.32.180.60864>173.194.4.166.443/192.168.32.180.60862>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_13_16_39,395,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,240p,578,/2195/65535/65535/122228/260276/628608/667014/704820/749573/703456/731528/668985/750782/696046/732523/700868/725149/729086/40332,/192.168.32.180.60947>173.194.4.166.443/192.168.32.180.60946>173.194.4.166.443,0,1,2,0,19,/1/18,/192.168.32.180.60947>173.194.4.166.443/192.168.32.180.60946>173.194.4.166.443
E:\\pcap_data\\VBR_dataset1\\mitm\18_2023_04_08_13_26_56,394,video,https://www.youtube.com/watch?v=8VO6ApTjGj4,144p,578,/2195/47720/65535/101107/240509/329922/331954/318578/322609/315649/302027/312308/319421/314503/333698/332308/312930/321673/282069,/192.168.32.180.61002>142.251.84.72.443,0,1,1,0,19,/19,/192.168.32.180.61002>142.251.84.72.443
E:\\pcap_data\\VBR_dataset1\\mitm\1_2023_04_07_23_06_12,399,video,https://www.youtube.com/watch?v=0gNY0KZ2nyY,1080p50,600,/3251/922745/693190/922745/823748/1359148/1368966,/192.168.32.180.52408>142.251.84.74.443/192.168.32.180.52396>142.251.84.74.443,0,1,2,0,7,/1/6,/192.168.32.180.52408>142.251.84.74.443/192.168.32.180.52396>142.251.84.74.443
E:\\pcap_data\\VBR_dataset1\\mitm\1_2023_04_07_23_06_12,303,video,https://www.youtube.com/watch?v=0gNY0KZ2nyY,1080p50,600,/3979/1117356/1264679/1012931/1398971/2097151/2097151/1986644/1824390/2097151/1339862/1117356/1117356/2097151/998044/1972188/1726392/1590111/2097151/2025354/1997419/2097151/2097151/2097151/1770869/2097151/1907017/2097151/2097151/1117356/1117356/2097151/2097151/1486614/1889337/771497/2097151/2097151/2097151/1177187/1965336/1299122/1905861/2097151/2097151/2097151/747141/2097151/1779704/1292976,/192.168.32.180.52408>142.251.84.74.443/192.168.32.180.52424>74.125.96.166.443/192.168.32.180.52435>142.251.84.74.443/192.168.32.180.52446>142.251.84.74.443/192.168.32.180.52448>142.251.84.74.443/192.168.32.180.52464>142.251.84.74.443/192.168.32.180.52468>142.251.84.74.443/192.168.32.180.52470>142.251.84.74.443,0,1,8,0,50,/1/4/9/2/19/4/3/8,/192.168.32.180.52408>142.251.84.74.443/192.168.32.180.52424>74.125.96.166.443/192.168.32.180.52435>142.251.84.74.443/192.168.32.180.52446>142.251.84.74.443/192.168.32.180.52448>142.251.84.74.443/192.168.32.180.52464>142.251.84.74.443/192.168.32.180.52468>142.251.84.74.443/192.168.32.180.52470>142.251.84.74.443
E:\\pcap_data\\VBR_dataset1\\mitm\1_2023_04_07_23_16_50,398,video,https://www.youtube.com/watch?v=0gNY0KZ2nyY,720p50,600,/495924/492672/367245/492672/492672/492672/264285/1454487/697130/1350013/675123/492278/671229/663049/742798/306256/492672/492672/515093/682806/857740/585872/654897/492672/492672/331318/492672/492672/492672/218967/1729886/1462147/1837323/1846627/2097151/1030095/1357752/1947819/1704422/1130390/1063268/1528997/957460/882330/426880/556027/311093/492672/479603/492672/492672/3252/492672/309307,/192.168.32.180.52525>172.217.145.73.443/192.168.32.180.52540>209.85.228.138.443/192.168.32.180.52526>172.217.145.73.443/192.168.32.180.52551>172.217.145.73.443,0,0,4,0,54,/6/2/21/25,/192.168.32.180.52525>172.217.145.73.443/192.168.32.180.52540>209.85.228.138.443/192.168.32.180.52526>172.217.145.73.443/192.168.32.180.52551>172.217.145.73.443
E:\\pcap_data\\VBR_dataset1\\mitm\1_2023_04_07_23_16_50,302,video,https://www.youtube.com/watch?v=0gNY0KZ2nyY,720p50,600,/3962/425189/1593913/670748/670748/670748/670748/576434/670748/670748/544158/670748/670748/538137/670748/648413/670748/598594/650663/670748/670748/117543/1932753/489037/980204/583531/670748/670748/670748/539314/670748/842340/670748/569406/670748/1631812/1433538/670748/430962/670748/497383/1681695/2036107/2061142/1790514/1538231,/192.168.32.180.52558>172.217.145.73.443/192.168.32.180.52560>172.217.145.73.443/192.168.32.180.52566>172.217.145.73.443,0,1,3,0,46,/21/19/6,/192.168.32.180.52558>172.217.145.73.443/192.168.32.180.52560>172.217.145.73.443/192.168.32.180.52566>172.217.145.73.443
E:\\pcap_data\\VBR_dataset1\\mitm\1_2023_04_07_23_27_30,397,video,https://www.youtube.com/watch?v=0gNY0KZ2nyY,480p,600,/192580/189328/297374/189328/189328/332467/507737/253259/263134/430334/845437/895555/1208527/301061/1147530/401411/1389840/1830364/1907676/2072433/1872979/449906/2004587/1924725/1822396/381434/297049/1745205/1807270/1919946/2044447/1819912/1844581/299892/265275/2026926/182774/1741914/1787756/1901402/1862282,/192.168.32.180.52617>172.217.145.73.443/192.168.32.180.52633>142.251.84.74.443/192.168.32.180.52639>172.217.145.73.443/192.168.32.180.52643>172.217.145.73.443/192.168.32.180.52645>172.217.145.73.443/192.168.32.180.52651>172.217.145.73.443/192.168.32.180.52659>172.217.145.73.443/192.168.32.180.52661>172.217.145.73.443/192.168.32.180.52674>172.217.145.73.443/192.168.32.180.52676>172.217.145.73.443/192.168.32.180.52678>172.217.145.73.443,0,0,11,0,41,/3/5/5/2/6/4/1/7/1/2/5,/192.168.32.180.52617>172.217.145.73.443/192.168.32.180.52633>142.251.84.74.443/192.168.32.180.52639>172.217.145.73.443/192.168.32.180.52643>172.217.145.73.443/192.168.32.180.52645>172.217.145.73.443/192.168.32.180.52651>172.217.145.73.443/192.168.32.180.52659>172.217.145.73.443/192.168.32.180.52661>172.217.145.73.443/192.168.32.180.52674>172.217.145.73.443/192.168.32.180.52676>172.217.145.73.443/192.168.32.180.52678>172.217.145.73.443
