602050	1928
602050	1928
602442	1898
602618	1920
602641	1929
602681	1928
602769	1928
602860	1898
602895	1898
602924	1898
603201	1898
603277	1928
603374	1929
603374	1929
603376	1928
603393	1898
603545	1929
603545	1929
603676	1929
603681	1929
603709	1929
603709	1929
603914	1928
604258	1898
604258	1898
604357	1898
604394	1898
604394	1898
604430	1929
604430	1929
604459	1920
604494	1928
604517	1898
604517	1898
604674	1898
604743	1929
604801	1951
604802	1898
604919	1898
604919	1898
605036	1898
605130	1898
605130	1898
605148	1929
605307	1898
605414	1898
605414	1898
605504	1898
605568	1898
605653	1898
605653	1898
605656	1928
605906	1898
605925	1929
606047	1920
606047	1920
606058	1898
606079	1929
606098	1929
606368	1898
606439	1920
606584	1898
606591	1898
606591	1898
606644	1920
606644	1920
606677	1929
606677	1929
606751	1920
606757	1928
606962	1898
606970	1929
607013	1898
607361	1898
607804	1898
607912	1929
608229	1920
608426	1950
608445	1920
608483	1920
608654	1920
608664	1920
608837	1950
608870	1920
609046	1951
609208	1920
609233	1920
609233	1920
609374	1920
609503	1951
609554	1950
609620	1950
609745	1920
609761	1920
609944	1920
609952	1920
610083	1920
610083	1920
610114	1920
610175	1920
610175	1920
610181	1920
610181	1920
610211	1951
610257	1920
610299	1951
610387	1920
610443	1951
610447	1920
610447	1920
610543	1920
610667	1920
611180	1951
611243	1920
611479	1920
611887	1950
612067	1920
612301	1951
612363	1951
612515	1973
612564	1920
612564	1920
612758	1950
612795	1920
612795	1920
612816	1951
612829	1951
612866	1950
613319	1920
613404	1951
613404	1951
613404	1951
613702	1920
614208	1920
614656	1920
614705	1920
614705	1920
615105	1950
615295	1951
615344	1950
615483	1950
615500	1920
615548	1920
615668	1942
615668	1942
615755	1951
615847	1950
615847	1950
615847	1950
615847	1950
615847	1950
615847	1950
615847	1950
615847	1950
615854	1950
616079	1920
616281	1951
616481	1920
616496	1920
616496	1920
616637	1920
616727	1951
616835	1920
616919	1951
617172	1920
617172	1920
617172	1920
617470	1942
617981	1950
618022	1950
618023	1920
618078	1950
618232	1950
618299	1951
618303	1951
618570	1950
618570	1950
618573	1951
618701	1951
618842	1942
618842	1942
618847	1942
619104	1973
619138	1920
619237	1951
619389	1950
619594	1920
619712	1951
619754	1920
619761	1951
619802	1920
619802	1920
619975	1920
619975	1920
619975	1920
620040	1951
620061	1942
620220	1920
620248	1920
620248	1920
620248	1920
620671	1951
620811	1920
620898	1951
620983	1951
621120	1920
621472	1920
621598	1920
621601	1920
621601	1920
622063	1920
622063	1920
622212	1920
622318	1920
622617	1942
622714	1942
623086	1951
623224	1950
623224	1950
623453	1950
623644	1920
623644	1920
623644	1942
623671	1942
623671	1942
623948	1920
624175	1951
624192	1973
624203	1920
624209	1942
624209	1942
624259	1920
624388	1951
624388	1951
624505	1950
624522	1951
624684	1973
624684	1973
624887	1942
624887	1942
624920	1942
624990	1942
624998	1942
625117	1972
625385	1973
625909	1973
626200	1942
626274	1973
626399	1942
626408	1942
626520	1973
626819	1972
626895	1942
627226	1973
627240	1942
627463	1973
627519	1973
627661	1972
627975	1942
627975	1942
628184	1972
628290	1942
628382	1942
628562	1995
628752	1964
628752	1964
628823	1942
629007	1973
629280	1973
629631	1972
629635	1973
629675	1942
629912	1973
630185	1973
630344	1942
630388	1942
630391	1973
630514	1972
630625	1964
630627	1942
630627	1942
630741	1942
630782	1973
630839	1964
630875	1973
630878	1973
630878	1973
630984	1942
630984	1942
631055	1972
631081	1973
631081	1973
631423	1973
631850	1942
632154	1942
632315	1973
632328	1942
632348	1942
632374	1942
632374	1942
632374	1942
632514	1973
632739	1973
632770	1994
632946	1942
633534	1942
633549	1942
633549	1942
633772	1972
633772	1972
633842	1973
633995	1973
634231	1942
634231	1942
634279	1942
634279	1942
634279	1942
634622	1972
634858	1964
635480	1972
635756	1973
635756	1973
635977	1972
636017	1942
636065	1942
636065	1942
636065	1942
636209	1942
636289	1972
636939	1995
637056	1942
637296	1972
637369	1942
637514	1972
637568	1942
637824	1972
637824	1972
637844	1972
637890	1964
637890	1964
637890	1964
637898	1972
638026	1972
638123	1942
638304	1972
638462	1964
638578	1964
638720	1964
638720	1964
638720	1964
638869	1973
639008	1972
639223	1973
639268	1973
639272	1942
639632	1972
639632	1972
639654	1994
639723	1972
639990	1972
640002	1973
640097	1942
640376	1942
640731	1973
640867	1995
640878	1973
640966	1964
640990	1995
641048	1995
641082	1964
641157	1964
641157	1964
641157	1964
641187	1964
641354	1995
641479	1995
641479	1995
641569	1995
641569	1995
642510	1995
643043	1994
643252	1994
643271	1964
643416	1995
643416	1995
643519	1995
643519	1995
643519	1995
643567	1995
643608	1964
643617	1995
643981	1995
644369	1994
644384	1964
644429	1995
644531	1994
644696	1995
644807	1964
644977	1994
645160	1995
